"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE919195635716";"Hausdach";"In Betrieb";"12/14/2005";"11/27/2020";"Solare Strahlungsenergie";"3";"3";"16341";"Panketal";"(natürliche Person)";"ABR999748707282";"11/27/2020"
"SEE944831695625";"SEE904759607520";"In Betrieb";"12/15/2005";"1/20/2022";"Solare Strahlungsenergie";"14,7";"14,7";"16225";"Eberswalde";"GZG Gesundheitszentrum Verwaltungs GmbH";"ABR947383771014";"3/15/2022"
"SEE989011189280";"Photovoltaikanlage";"In Betrieb";"12/16/2005";"5/8/2020";"Solare Strahlungsenergie";"2,24";"2,24";"16356";"Ahrensfelde";"(natürliche Person)";"ABR989156577553";"5/22/2020"
"SEE996923001074";"Solarstromerzeugung Schulzsolar";"In Betrieb";"12/19/2005";"6/17/2019";"Solare Strahlungsenergie";"7,99";"7,99";"16356";"Werneuchen";"(natürliche Person)";"ABR964270324344";"8/8/2019"
"SEE943547086857";"Nebengebäude";"In Betrieb";"12/21/2005";"6/11/2020";"Solare Strahlungsenergie";"6,12";"6";"17268";"Templin";"(natürliche Person)";"ABR949938329565";"4/3/2022"
"SEE985842601106";"Hausdach";"In Betrieb";"12/21/2005";"12/1/2020";"Solare Strahlungsenergie";"10,08";"8,55";"16248";"Niederfinow";"(natürliche Person)";"ABR967745203953";"12/1/2020"
"SEE939173188249";"Hausdach";"In Betrieb";"3/16/2006";"1/18/2021";"Solare Strahlungsenergie";"11,2";"10";"16356";"Ahrensfelde";"(natürliche Person)";"ABR903982051933";"1/18/2021"
"SEE999819911648";"1. Nachrüstung  Kleinanlage Ostdach";"In Betrieb";"4/1/2006";"8/12/2019";"Solare Strahlungsenergie";"1,7";"1,7";"16356";"Werneuchen";"(natürliche Person)";"ABR964270324344";"8/13/2019"
"SEE941500245334";"Hausdach Gaube";"In Betrieb";"4/21/2006";"12/15/2020";"Solare Strahlungsenergie";"1,225";"1,225";"16356";"Ahrensfelde";"(natürliche Person)";"ABR920390718845";"12/21/2020"
"SEE991780522014";"Hausdach";"In Betrieb";"5/4/2006";"4/20/2019";"Solare Strahlungsenergie";"3,465";"3,465";"16341";"Panketal";"(natürliche Person)";"ABR935228219739";"5/28/2019"
"SEE937685248208";"Hausdach";"In Betrieb";"5/4/2006";"5/19/2020";"Solare Strahlungsenergie";"3,04";"3,04";"16244";"Schorfheide";"Andreas & Marion Arndt GbR";"ABR911701342118";"5/19/2020"
"SEE981820139463";"ABR928687419291";"In Betrieb";"5/15/2006";"1/10/2021";"Solare Strahlungsenergie";"1,75";"1,5";"16356";"Ahrensfelde";"Roy Bressau Heizung Lüftung Sanitär";"ABR928687419291";"7/2/2021"
"SEE988696579683";"kastanienweg 8";"In Betrieb";"6/6/2006";"6/24/2020";"Solare Strahlungsenergie";"2,1";"2,1";"16225";"Eberswalde";"(natürliche Person)";"ABR935034155818";"6/24/2020"
"SEE919518433487";"Hausdach-Härtel";"In Betrieb";"6/14/2006";"6/9/2020";"Solare Strahlungsenergie";"3,6";"3,6";"16356";"Ahrensfelde";"(natürliche Person)";"ABR975997213477";"6/9/2020"
"SEE960256812287";"PVA Georges-Brassens-Platz Basdorf";"In Betrieb";"6/15/2006";"8/5/2019";"Solare Strahlungsenergie";"9,79";"7,1";"16348";"Wandlitz";"Arbeiter-Samariter-Bund Regionalverband Barnim e.V.";"ABR907253237958";"8/5/2019"
"SEE910469018655";"Solaranlage";"In Betrieb";"6/23/2006";"9/22/2019";"Solare Strahlungsenergie";"2,96";"2,5";"16321";"Bernau";"(natürliche Person)";"ABR909726573914";"12/7/2020"
"SEE938812418716";"Klostergerd";"In Betrieb";"6/29/2006";"4/6/2021";"Solare Strahlungsenergie";"3,85";"3,85";"16348";"Wandlitz";"(natürliche Person)";"ABR993688369807";"4/6/2021"
"SEE914463765843";"Hausdach-Weineck-40";"In Betrieb";"6/29/2006";"7/1/2020";"Solare Strahlungsenergie";"58,08";"58,08";"16227";"Eberswalde";"SSGE Solarstrom GmbH Eberswalde";"ABR987017699840";"8/20/2021"
"SEE964231752698";"Hausdach-Weineck-45";"In Betrieb";"6/29/2006";"7/1/2020";"Solare Strahlungsenergie";"58,08";"58,08";"16227";"Eberswalde";"SSGE Solarstrom GmbH Eberswalde";"ABR987017699840";"2/1/2021"
"SEE928534805994";"Scheune Schluft";"In Betrieb";"7/4/2006";"1/13/2021";"Solare Strahlungsenergie";"14,72";"14,72";"16244";"Schorfheide";"(natürliche Person)";"ABR923446963695";"1/13/2021"
"SEE910222857323";"HausdachBütt";"In Betrieb";"7/5/2006";"11/9/2021";"Solare Strahlungsenergie";"3,06";"2,75";"16321";"Bernau";"(natürliche Person)";"ABR949044192084";"11/29/2021"
"SEE904061840097";"Hausdach";"In Betrieb";"7/7/2006";"11/23/2020";"Solare Strahlungsenergie";"6,93";"6,225";"16348";"Wandlitz";"(natürliche Person)";"ABR979348879541";"11/23/2020"
"SEE942588126782";"Anlage 1";"In Betrieb";"7/26/2006";"5/4/2019";"Solare Strahlungsenergie";"3,4";"2,6";"16356";"Werneuchen";"Ulrich Pfaff & Ina Makoschey";"ABR991063346979";"5/28/2019"
"SEE996225053429";"Treidel 5";"In Betrieb";"7/27/2006";"1/21/2021";"Solare Strahlungsenergie";"8,424";"5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR943737985779";"7/6/2021"
"SEE947206318358";"Sonnenschein";"In Betrieb";"8/1/2006";"1/14/2021";"Solare Strahlungsenergie";"8,4";"7,6";"16356";"Ahrensfelde";"Frau Elke und Herr Peter Freudenberg";"ABR901200913810";"1/14/2021"
"SEE996305542324";"Hausdach-Anlage";"In Betrieb";"8/3/2006";"4/21/2021";"Solare Strahlungsenergie";"7,5";"7,5";"16341";"Panketal";"(natürliche Person)";"ABR916920933949";"7/20/2021"
"SEE997748598411";"Pestalozzistraße";"In Betrieb";"8/4/2006";"3/19/2021";"Solare Strahlungsenergie";"2,1";"2,1";"16321";"Bernau";"(natürliche Person)";"ABR975499842786";"3/29/2021"
"SEE967108785423";"Buchen 76";"In Betrieb";"8/7/2006";"12/10/2020";"Solare Strahlungsenergie";"12,13";"12,13";"16341";"Panketal";"(natürliche Person)";"ABR930722030576";"12/10/2020"
"SEE911602076167";"Anlage1";"In Betrieb";"8/8/2006";"10/14/2021";"Solare Strahlungsenergie";"6,29";"6";"16356";"Ahrensfelde";"(natürliche Person)";"ABR999486929069";"10/14/2021"
"SEE910474190858";"PV-Anlage";"In Betrieb";"9/1/2006";"12/21/2020";"Solare Strahlungsenergie";"2,45";"2,45";"16348";"Wandlitz";"(natürliche Person)";"ABR999363480157";"1/15/2021"
"SEE964266211344";"Waldstr. 46 - 4,356 kW";"In Betrieb";"9/1/2006";"9/13/2021";"Solare Strahlungsenergie";"4,356";"4,1";"16230";"Britz";"(natürliche Person)";"ABR995109179767";"9/20/2021"
"SEE928860646193";"Hausdach";"In Betrieb";"9/13/2006";"11/15/2020";"Solare Strahlungsenergie";"5,7";"5,7";"16356";"Werneuchen";"(natürliche Person)";"ABR975001699488";"3/13/2021"
"SEE955784152707";"Photovoltaik";"In Betrieb";"9/13/2006";"11/30/2020";"Solare Strahlungsenergie";"5,775";"5,4";"16356";"Ahrensfelde";"(natürliche Person)";"ABR974876120554";"11/30/2020"
"SEE983618499407";"Photovoltaik";"In Betrieb";"9/22/2006";"7/30/2019";"Solare Strahlungsenergie";"4,44";"4,44";"16348";"Marienwerder";"(natürliche Person)";"ABR961578288545";"7/30/2019"
"SEE928870287584";"Photovoltaik";"In Betrieb";"10/5/2006";"10/17/2021";"Solare Strahlungsenergie";"2,64";"2,64";"16348";"Wandlitz";"(natürliche Person)";"ABR931032428183";"10/17/2021"
"SEE920901264564";"Photovoltaik Schicklerstr.12";"In Betrieb";"10/10/2006";"12/16/2020";"Solare Strahlungsenergie";"6,8";"6,8";"16225";"Eberswalde";"(natürliche Person)";"ABR954314023180";"12/16/2020"
"SEE972683986516";"Garagendach";"In Betrieb";"10/10/2006";"1/11/2021";"Solare Strahlungsenergie";"5,18";"5,18";"16225";"Eberswalde";"(natürliche Person)";"ABR931130216200";"1/11/2021"
"SEE907567273260";"Dach1 2006";"In Betrieb";"10/18/2006";"8/3/2020";"Solare Strahlungsenergie";"2,1";"1,8";"16356";"Ahrensfelde";"(natürliche Person)";"ABR904523470671";"5/18/2021"
"SEE963718940184";"WCR 10 - 1,4 kW";"In Betrieb";"10/19/2006";"9/10/2021";"Solare Strahlungsenergie";"1,4";"1,4";"16225";"Eberswalde";"(natürliche Person)";"ABR995109179767";"9/21/2021"
"SEE988798315073";"WCR 10 - 47,275";"In Betrieb";"10/19/2006";"9/10/2021";"Solare Strahlungsenergie";"47,275";"45,2";"16225";"Eberswalde";"(natürliche Person)";"ABR995109179767";"12/10/2021"
"SEE953812430155";"Engel 9,14";"In Betrieb";"10/20/2006";"1/23/2021";"Solare Strahlungsenergie";"9,135";"8";"16225";"Eberswalde";"(natürliche Person)";"ABR903530352451";"1/23/2021"
"SEE909449340121";"16356 Werneuchen";"In Betrieb";"10/26/2006";"12/17/2019";"Solare Strahlungsenergie";"3,15";"3,15";"16356";"Werneuchen";"(natürliche Person)";"ABR998366710735";"12/17/2019"
"SEE923116934192";"ABR 972631420642";"In Betrieb";"11/14/2006";"7/29/2020";"Solare Strahlungsenergie";"3";"2,5";"16348";"Wandlitz";"(natürliche Person)";"ABR972631420642";"8/6/2020"
"SEE934485236602";"Wohnhaus";"In Betrieb";"11/16/2006";"5/18/2020";"Solare Strahlungsenergie";"2,975";"2,5";"16230";"Chorin";"(natürliche Person)";"ABR990064062833";"5/27/2020"
"SEE989503715522";"Hausdach 2006";"In Betrieb";"11/16/2006";"11/11/2020";"Solare Strahlungsenergie";"1,92";"1,92";"16230";"Chorin";"(natürliche Person)";"ABR931827920663";"11/11/2020"
"SEE961849872909";"Fly flap Foster Solar";"In Betrieb";"11/23/2006";"5/14/2020";"Solare Strahlungsenergie";"2,6";"2,6";"16244";"Schorfheide";"(natürliche Person)";"ABR937354734674";"5/14/2020"
"SEE943685938186";"Lichterfelder Weg";"In Betrieb";"11/23/2006";"2/5/2022";"Solare Strahlungsenergie";"4,59";"4,59";"16230";"Chorin";"(natürliche Person)";"ABR989605482766";"2/5/2022"
"SEE950759479100";"Scheune";"In Betrieb";"11/24/2006";"6/16/2020";"Solare Strahlungsenergie";"19,53";"4,1";"16321";"Rüdnitz";"(natürliche Person)";"ABR969077274304";"7/22/2020"
"SEE951822910353";"Hausdach";"In Betrieb";"11/28/2006";"6/13/2020";"Solare Strahlungsenergie";"3,5";"3,5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR987256307148";"6/13/2020"
"SEE944803769675";"Home";"In Betrieb";"11/29/2006";"2/5/2022";"Solare Strahlungsenergie";"5,1";"5,1";"16230";"Chorin";"(natürliche Person)";"ABR989605482766";"3/30/2022"
"SEE937597720717";"Wohnhaus";"In Betrieb";"12/12/2006";"11/12/2020";"Solare Strahlungsenergie";"5,775";"5";"16348";"Wandlitz";"(natürliche Person)";"ABR931632891738";"1/6/2021"
"SEE972980550229";"Hausdach - Solaranlage";"In Betrieb";"12/13/2006";"10/25/2021";"Solare Strahlungsenergie";"1,44";"1,44";"16348";"Wandlitz";"(natürliche Person)";"ABR949805210125";"12/13/2021"
"SEE946371226338";"Büro";"In Betrieb";"12/14/2006";"11/24/2019";"Solare Strahlungsenergie";"4,9";"4,9";"16230";"Britz";"(natürliche Person)";"ABR989605482766";"2/5/2022"
"SEE982455647040";"Hausdach";"In Betrieb";"12/15/2006";"4/28/2020";"Solare Strahlungsenergie";"4,32";"4,32";"16321";"Bernau";"(natürliche Person)";"ABR931045994859";"1/11/2021"
"SEE964463890861";"Großer Stall";"In Betrieb";"12/15/2006";"4/10/2022";"Solare Strahlungsenergie";"17";"17";"16244";"Schorfheide";"(natürliche Person)";"ABR912237790435";"4/10/2022"
"SEE944318613555";"VBolle Ahrensfelde/Lindenberg";"In Betrieb";"12/18/2006";"2/7/2019";"Solare Strahlungsenergie";"5,25";"4,6";"16356";"Ahrensfelde";"(natürliche Person)";"ABR970488492119";"5/28/2019"
"SEE931823791366";"Hausdach 2006";"In Betrieb";"12/19/2006";"6/30/2020";"Solare Strahlungsenergie";"3,6";"3,6";"16244";"Schorfheide";"(natürliche Person)";"ABR978345780584";"6/30/2020"
"SEE969924088245";"Dach";"In Betrieb";"12/19/2006";"10/13/2021";"Solare Strahlungsenergie";"3,264";"2,5";"16356";"Werneuchen";"(natürliche Person)";"ABR985932607018";"10/13/2021"
"SEE998761220402";"PV-Anlage";"In Betrieb";"12/20/2006";"5/14/2020";"Solare Strahlungsenergie";"6,435";"6,435";"16348";"Wandlitz";"(natürliche Person)";"ABR904521186666";"5/14/2020"
"SEE972765513029";"Sunnyboy3004";"In Betrieb";"12/20/2006";"5/27/2020";"Solare Strahlungsenergie";"1,9";"1,5";"16225";"Eberswalde";"(natürliche Person)";"ABR965746611876";"9/26/2020"
"SEE998123665513";"Hausdach";"In Betrieb";"12/20/2006";"1/4/2021";"Solare Strahlungsenergie";"7,6";"7";"16341";"Panketal";"(natürliche Person)";"ABR988744049021";"5/3/2021"
"SEE955224181366";"WCR 18 - 25,775";"In Betrieb";"12/20/2006";"9/10/2021";"Solare Strahlungsenergie";"25,775";"24";"16225";"Eberswalde";"(natürliche Person)";"ABR995109179767";"9/20/2021"
"SEE913647660523";"WCR 12 - 2,86 kW";"In Betrieb";"12/20/2006";"9/13/2021";"Solare Strahlungsenergie";"2,86";"2,86";"16225";"Eberswalde";"(natürliche Person)";"ABR995109179767";"9/13/2021"
"SEE965643891395";"WCR 12 - 7,8";"In Betrieb";"12/20/2006";"9/13/2021";"Solare Strahlungsenergie";"7,8";"6";"16225";"Eberswalde";"(natürliche Person)";"ABR995109179767";"9/17/2021"
"SEE952699596787";"Satteldach";"In Betrieb";"12/21/2006";"1/14/2021";"Solare Strahlungsenergie";"3,84";"3,8";"16244";"Schorfheide";"(natürliche Person)";"ABR988532427383";"1/14/2021"
"SEE937680282139";"Friedrich";"In Betrieb";"12/22/2006";"11/15/2021";"Solare Strahlungsenergie";"4,485";"4,125";"16248";"Oderberg";"(natürliche Person)";"ABR932701963639";"11/15/2021"
"SEE939994776892";"Steinfurter Ring 11";"In Betrieb";"1/1/2007";"3/18/2022";"Solare Strahlungsenergie";"5";"5";"16244";"Schorfheide";"(natürliche Person)";"ABR963614154555";"3/18/2022"
"SEE953127843862";"Hausdach";"In Betrieb";"1/17/2007";"12/30/2021";"Solare Strahlungsenergie";"5,59";"5,59";"16348";"Wandlitz";"(natürliche Person)";"ABR984883878225";"12/30/2021"
"SEE918114921879";"Photovoltaikanlage von Alfred";"In Betrieb";"1/31/2007";"11/17/2020";"Solare Strahlungsenergie";"9,5";"9,5";"16225";"Eberswalde";"(natürliche Person)";"ABR909708661738";"4/16/2021"
"SEE907724368594";"Dachkraftwerk 1";"In Betrieb";"2/13/2007";"12/14/2019";"Solare Strahlungsenergie";"3,6";"3,3";"16225";"Eberswalde";"(natürliche Person)";"ABR992186975510";"5/24/2020"
"SEE968997856751";"PV-Anlage";"In Betrieb";"2/21/2007";"5/14/2020";"Solare Strahlungsenergie";"6,8";"6,8";"16341";"Panketal";"(natürliche Person)";"ABR908184407922";"5/14/2020"
"SEE978978758257";"PV 123";"In Betrieb";"2/22/2007";"6/12/2020";"Solare Strahlungsenergie";"8,74";"8,74";"16247";"Friedrichswalde";"(natürliche Person)";"ABR951995258429";"6/12/2020"
"SEE957899831751";"WE-Haus";"In Betrieb";"2/23/2007";"10/28/2020";"Solare Strahlungsenergie";"3,36";"3,36";"16248";"Oderberg";"(natürliche Person)";"ABR912713374197";"10/28/2020"
"SEE986141351686";"Stromerzeuger 2";"In Betrieb";"2/26/2007";"1/19/2021";"Solare Strahlungsenergie";"3,85";"3";"16248";"Niederfinow";"(natürliche Person)";"ABR981433896531";"4/28/2021"
"SEE934433686084";"Hausdach-Süden";"In Betrieb";"3/1/2007";"5/4/2019";"Solare Strahlungsenergie";"8";"7,3";"16247";"Joachimsthal";"(natürliche Person)";"ABR962379868776";"5/28/2019"
"SEE969488872373";"Schuppendach";"In Betrieb";"3/1/2007";"4/18/2021";"Solare Strahlungsenergie";"1,44";"1,44";"16348";"Marienwerder";"(natürliche Person)";"ABR942174915189";"4/18/2021"
"SEE958755523964";"PV-HD-07";"In Betrieb";"3/9/2007";"6/25/2020";"Solare Strahlungsenergie";"3,6";"3,6";"16230";"Britz";"(natürliche Person)";"ABR952554649467";"3/12/2021"
"SEE951372693294";"Dach";"In Betrieb";"4/20/2007";"6/15/2020";"Solare Strahlungsenergie";"3,4";"3,4";"16227";"Eberswalde";"(natürliche Person)";"ABR936649839902";"6/15/2020"
"SEE914864805728";"Hausdach";"In Betrieb";"4/25/2007";"3/21/2019";"Solare Strahlungsenergie";"8,32";"8,32";"16356";"Werneuchen";"(natürliche Person)";"ABR964340101073";"5/28/2019"
"SEE991736486216";"Scheune";"In Betrieb";"4/26/2007";"3/18/2021";"Solare Strahlungsenergie";"8,4";"8,4";"16348";"Wandlitz";"(natürliche Person)";"ABR931887689418";"8/16/2021"
"SEE969497106537";"ABR947119127924";"In Betrieb";"5/8/2007";"8/2/2020";"Solare Strahlungsenergie";"3,72";"3,72";"16225";"Eberswalde";"(natürliche Person)";"ABR947119127924";"10/25/2020"
"SEE959814329626";"Lager";"In Betrieb";"5/11/2007";"10/21/2019";"Solare Strahlungsenergie";"10,23";"10";"16244";"Schorfheide";"(natürliche Person)";"ABR997606516267";"11/9/2019"
"SEE956711810622";"Werkstatt";"In Betrieb";"5/11/2007";"12/10/2020";"Solare Strahlungsenergie";"10,23";"10";"16244";"Schorfheide";"Firma:Heizungs-u.Sanitäranlagen/Ing.H.-J.Schumera";"ABR991960498177";"8/8/2021"
"SEE920185503847";"Werkstatt";"In Betrieb";"5/11/2007";"1/29/2021";"Solare Strahlungsenergie";"10,23";"10,23";"16244";"Schorfheide";"Firma:Heizungs-u.Sanitäranlagen/Ing.H.-J.Schumera";"ABR991960498177";"1/29/2021"
"SEE964978877975";"PV-Anlage";"In Betrieb";"5/14/2007";"7/6/2020";"Solare Strahlungsenergie";"4,68";"4,6";"16248";"Oderberg";"(natürliche Person)";"ABR906722696241";"7/6/2020"
"SEE903586378733";"PV Anlage 16321";"In Betrieb";"5/16/2007";"2/2/2021";"Solare Strahlungsenergie";"9,14";"8,2";"16321";"Bernau";"(natürliche Person)";"ABR938471965460";"2/8/2021"
"SEE985595026515";"PV-Anlage21.05.2007";"In Betrieb";"5/21/2007";"11/23/2021";"Solare Strahlungsenergie";"5,07";"5,07";"16356";"Ahrensfelde";"(natürliche Person)";"ABR910203615386";"11/23/2021"
"SEE901768240267";"PV123";"In Betrieb";"5/29/2007";"2/11/2022";"Solare Strahlungsenergie";"2,076";"1,95";"16230";"Britz";"(natürliche Person)";"ABR906832290322";"2/15/2022"
"SEE926356849004";"Wohnhaus";"In Betrieb";"6/4/2007";"5/25/2020";"Solare Strahlungsenergie";"7";"7";"16244";"Schorfheide";"(natürliche Person)";"ABR904365342150";"5/25/2020"
"SEE961127385107";"Garagendach";"In Betrieb";"6/6/2007";"6/24/2020";"Solare Strahlungsenergie";"3,78";"3,78";"16225";"Eberswalde";"(natürliche Person)";"ABR935125674525";"6/24/2020"
"SEE919922473833";"Photovoltaikanlage";"In Betrieb";"6/7/2007";"6/13/2020";"Solare Strahlungsenergie";"4,515";"4,515";"16341";"Panketal";"(natürliche Person)";"ABR925357494947";"6/13/2020"
"SEE937827873077";"Finow Automotive GmbH - PV-Anlage";"In Betrieb";"6/11/2007";"1/13/2021";"Solare Strahlungsenergie";"98";"70,2";"16227";"Eberswalde";"Finow Automotive GmbH";"ABR909937172074";"1/13/2021"
"SEE948377066352";"ABR981302108796";"In Betrieb";"6/11/2007";"11/15/2020";"Solare Strahlungsenergie";"12,16";"12,16";"16348";"Wandlitz";"(natürliche Person)";"ABR981302108796";"4/1/2021"
"SEE929842826725";"Photovoltaik 20,16KW";"In Betrieb";"6/19/2007";"10/29/2020";"Solare Strahlungsenergie";"20,16";"20,16";"16341";"Panketal";"(natürliche Person)";"ABR982436014984";"10/30/2020"
"SEE954721332783";"Hausdach";"In Betrieb";"6/20/2007";"6/24/2020";"Solare Strahlungsenergie";"4,56";"4,56";"16356";"Werneuchen";"(natürliche Person)";"ABR973695602470";"7/2/2020"
"SEE974636392184";"Solaranlage-Garage";"In Betrieb";"6/21/2007";"11/18/2020";"Solare Strahlungsenergie";"7,18";"6,7";"16348";"Marienwerder";"(natürliche Person)";"ABR983464330367";"11/18/2020"
"SEE903720274150";"Scheune AKS";"In Betrieb";"6/27/2007";"10/13/2021";"Solare Strahlungsenergie";"1,12";"1,12";"16230";"Chorin";"WI-LAFIM GmbH";"ABR984823155300";"4/12/2022"
"SEE990952480763";"Solar-Si";"In Betrieb";"7/6/2007";"5/15/2020";"Solare Strahlungsenergie";"4,14";"3,6";"16244";"Schorfheide";"(natürliche Person)";"ABR930568787849";"5/27/2020"
"SEE948610636977";"ScheuneBlumberg";"In Betrieb";"7/6/2007";"6/20/2020";"Solare Strahlungsenergie";"7,1";"7,1";"16356";"Ahrensfelde";"(natürliche Person)";"ABR939697836589";"9/24/2020"
"SEE909207414378";"Dachanlage";"In Betrieb";"7/9/2007";"11/24/2020";"Solare Strahlungsenergie";"4,95";"4,95";"16225";"Eberswalde";"(natürliche Person)";"ABR921336186438";"11/24/2020"
"SEE936803973794";"Solar I";"In Betrieb";"7/9/2007";"2/26/2022";"Solare Strahlungsenergie";"4,725";"4,725";"16227";"Eberswalde";"(natürliche Person)";"ABR934923262767";"3/31/2022"
"SEE955186547392";"ABR908234981556";"In Betrieb";"7/10/2007";"10/29/2021";"Solare Strahlungsenergie";"4,84";"4,84";"16356";"Ahrensfelde";"(natürliche Person)";"ABR908234981556";"10/29/2021"
"SEE921513104187";"Hausdach";"In Betrieb";"7/20/2007";"4/13/2020";"Solare Strahlungsenergie";"5,76";"5,06";"16321";"Bernau";"(natürliche Person)";"ABR915307172032";"4/13/2020"
"SEE955978760169";"Hausdach";"In Betrieb";"7/26/2007";"11/23/2020";"Solare Strahlungsenergie";"3,465";"3,465";"16341";"Panketal";"(natürliche Person)";"ABR998506287776";"11/23/2020"
"SEE999608434013";"Hausdach";"In Betrieb";"7/26/2007";"1/1/2021";"Solare Strahlungsenergie";"3,456";"3,456";"16341";"Panketal";"(natürliche Person)";"ABR914432376704";"1/1/2021"
"SEE905528804492";"ABR926238417116";"In Betrieb";"7/27/2007";"8/8/2020";"Solare Strahlungsenergie";"5,1";"4,1";"16341";"Panketal";"(natürliche Person)";"ABR926238417116";"10/19/2020"
"SEE911218827610";"Bucher 72";"In Betrieb";"7/27/2007";"12/10/2020";"Solare Strahlungsenergie";"3,255";"3,255";"16341";"Panketal";"(natürliche Person)";"ABR930722030576";"12/10/2020"
"SEE994646798936";"Anlage 2";"In Betrieb";"8/8/2007";"5/4/2019";"Solare Strahlungsenergie";"2,56";"2,56";"16356";"Werneuchen";"Ulrich Pfaff & Ina Makoschey";"ABR991063346979";"8/17/2019"
"SEE993385213281";"Dachkleinanlage";"In Betrieb";"8/8/2007";"12/29/2020";"Solare Strahlungsenergie";"2,1";"2,1";"16356";"Ahrensfelde";"(natürliche Person)";"ABR947262326755";"12/29/2020"
"SEE938668698799";"Sonnenseite";"In Betrieb";"8/8/2007";"1/13/2021";"Solare Strahlungsenergie";"3,675";"3,675";"16230";"Chorin";"(natürliche Person)";"ABR981195483680";"6/22/2021"
"SEE941195883330";"Solaranlage";"In Betrieb";"8/9/2007";"2/17/2019";"Solare Strahlungsenergie";"3,96";"3,96";"16356";"Ahrensfelde";"(natürliche Person)";"ABR914367017697";"8/2/2019"
"SEE976407608920";"ABR900336866540";"In Betrieb";"8/10/2007";"5/24/2020";"Solare Strahlungsenergie";"4,86";"4,86";"16341";"Panketal";"(natürliche Person)";"ABR900336866540";"5/24/2020"
