"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE942614310000";"Batterie HWR";"In Betrieb";"12/5/2017";"12/27/2019";"Speicher";"6,68";"6";"16341";"Panketal";"Jörn und Antje Burmeister GbR";"ABR923424652986";"12/27/2019"
"SEE964037954869";"Speicher";"In Betrieb";"12/6/2017";"7/14/2020";"Speicher";"13";"8,2";"16341";"Panketal";"(natürliche Person)";"ABR920215180154";"7/14/2020"
"SEE939220704309";"BHKW Wandlitzer Chaussee";"In Betrieb";"12/20/2017";"1/29/2021";"Erdgas";"365";"365";"16321";"Bernau";"Brandenburgklinik Berlin-Brandenburg GmbH";"ABR919689822363";"6/30/2021"
"SEE936137571512";"hei_batt_mühlenweg";"In Betrieb";"12/27/2017";"3/27/2021";"Speicher";"4,4";"3";"16244";"Schorfheide";"(natürliche Person)";"ABR924641854023";"3/27/2021"
"SEE905667866375";"Batterie";"In Betrieb";"1/1/2018";"1/22/2020";"Speicher";"2,5";"2,5";"16321";"Bernau";"(natürliche Person)";"ABR967910171919";"12/16/2020"
"SEE996810429981";"Hausdach";"In Betrieb";"1/22/2018";"7/15/2020";"Speicher";"7,26";"7,26";"16348";"Wandlitz";"(natürliche Person)";"ABR980978800973";"10/25/2021"
"SEE996450160336";"Batterie";"In Betrieb";"1/23/2018";"11/19/2020";"Speicher";"10";"10";"16356";"Ahrensfelde";"(natürliche Person)";"ABR955737729208";"11/19/2020"
"SEE969368350960";"SPRR";"In Betrieb";"1/24/2018";"9/26/2019";"Speicher";"4,6";"4,6";"16356";"Werneuchen";"(natürliche Person)";"ABR996087926985";"9/26/2019"
"SEE904250078379";"Batteriespeicher Q.Home+ ESS-G1 5.5";"In Betrieb";"1/26/2018";"2/17/2019";"Speicher";"4,6";"4,6";"16356";"Ahrensfelde";"(natürliche Person)";"ABR913335941958";"5/28/2019"
"SEE914984678417";"Speicher";"In Betrieb";"2/13/2018";"10/29/2019";"Speicher";"6,5";"6,5";"16321";"Bernau";"(natürliche Person)";"ABR961231612588";"12/8/2020"
"SEE988258710028";"Photovoltaikanlage Speicher";"In Betrieb";"2/26/2018";"1/16/2021";"Speicher";"3,3";"3,3";"16348";"Wandlitz";"(natürliche Person)";"ABR918043259746";"1/16/2021"
"SEE901428612397";"Tempelfelde - WEA 1 - 221787";"In Betrieb";"3/8/2018";"5/20/2019";"Wind";"3450";"3450";"16321";"Bernau";"Windpark Tempelfelde 2 GmbH & Co. KG";"ABR991150444274";"5/28/2019"
"SEE943437302227";"WEA 13";"In Betrieb";"3/8/2018";"9/16/2019";"Wind";"3450";"3450";"16321";"Bernau";"Windpark Tempelfelde 1 GmbH & Co. KG";"ABR978981106595";"7/20/2021"
"SEE972112634919";"Klandorf Batterie";"In Betrieb";"3/12/2018";"11/18/2021";"Speicher";"8";"3,3";"16244";"Schorfheide";"(natürliche Person)";"ABR960020897816";"11/18/2021"
"SEE953727913682";"SPCL";"In Betrieb";"3/13/2018";"9/26/2019";"Speicher";"12";"12";"16348";"Wandlitz";"(natürliche Person)";"ABR999223428220";"9/26/2019"
"SEE902659078006";"WEA 12";"In Betrieb";"3/19/2018";"9/16/2019";"Wind";"3450";"3450";"16321";"Bernau";"Windpark Tempelfelde 1 GmbH & Co. KG";"ABR978981106595";"7/20/2021"
"SEE957504785615";"KWK René-Iskin-Ring Basdorf";"In Betrieb";"3/20/2018";"6/21/2019";"Erdgas";"0,9";"0,9";"16348";"Wandlitz";"Arbeiter-Samariter-Bund Regionalverband Barnim e.V.";"ABR907253237958";"9/23/2021"
"SEE955523262698";"Tempelfelde - WEA 6 - 221791";"In Betrieb";"3/22/2018";"5/20/2019";"Wind";"3450";"3450";"16321";"Bernau";"Windpark Tempelfelde 2 GmbH & Co. KG";"ABR991150444274";"3/8/2021"
"SEE948794489796";"WEA 10";"In Betrieb";"3/22/2018";"9/16/2019";"Wind";"3450";"3450";"16321";"Bernau";"Windpark Tempelfelde 1 GmbH & Co. KG";"ABR978981106595";"7/20/2021"
"SEE935830122106";"WEA 11";"In Betrieb";"3/22/2018";"9/16/2019";"Wind";"3450";"3450";"16321";"Bernau";"Windpark Tempelfelde 1 GmbH & Co. KG";"ABR978981106595";"7/20/2021"
"SEE970988171439";"TF 03";"In Betrieb";"3/28/2018";"7/22/2019";"Wind";"3450";"3450";"16230";"Sydower Fließ";"Windkraft Tempelfelde II GmbH & Co. KG";"ABR994186465282";"7/22/2019"
"SEE924675730188";"TF01";"In Betrieb";"3/29/2018";"12/18/2019";"Wind";"3450";"3450";"16230";"Sydower Fließ";"Phase 5 GmbH & Co. Tempelfelde KG";"ABR960221666365";"12/14/2020"
"SEE908045640123";"Tempelfelde - WEA 3 - 221789";"In Betrieb";"3/31/2018";"5/20/2019";"Wind";"3450";"3450";"16321";"Bernau";"Windpark Tempelfelde 2 GmbH & Co. KG";"ABR991150444274";"5/28/2019"
"SEE920283369796";"Speicher";"In Betrieb";"4/5/2018";"2/1/2019";"Speicher";"5";"2,5";"16321";"Bernau";"(natürliche Person)";"ABR951976098648";"11/25/2020"
"SEE985516088806";"Batterie";"In Betrieb";"4/9/2018";"1/29/2021";"Speicher";"8";"8";"16341";"Panketal";"(natürliche Person)";"ABR902748398619";"1/29/2021"
"SEE946795644411";"TF 02";"In Betrieb";"4/11/2018";"7/22/2019";"Wind";"3450";"3450";"16230";"Sydower Fließ";"Windkraft Tempelfelde II GmbH & Co. KG";"ABR994186465282";"7/22/2019"
"SEE900545030336";"Stromspeicher";"In Betrieb";"4/12/2018";"2/3/2019";"Speicher";"9,715";"9,715";"16321";"Bernau";"(natürliche Person)";"ABR926787479559";"11/9/2021"
"SEE920197479802";"Tempelfelde - WEA 5 - 221790";"In Betrieb";"4/20/2018";"5/20/2019";"Wind";"3450";"3450";"16321";"Bernau";"Windpark Tempelfelde 2 GmbH & Co. KG";"ABR991150444274";"5/28/2019"
"SEE940406848564";"Tempelfelde - WEA 2 - 221788";"In Betrieb";"4/20/2018";"5/20/2019";"Wind";"3450";"3450";"16321";"Bernau";"Windpark Tempelfelde 2 GmbH & Co. KG";"ABR991150444274";"3/8/2021"
"SEE986294847470";"WEA 07";"In Betrieb";"4/20/2018";"8/20/2019";"Wind";"3450";"3450";"16321";"Bernau";"Windpark Tempelfelde 1 GmbH & Co. KG";"ABR978981106595";"7/20/2021"
"SEE949677358536";"WEA 09";"In Betrieb";"4/27/2018";"9/16/2019";"Wind";"3450";"3450";"16321";"Bernau";"Windpark Tempelfelde 1 GmbH & Co. KG";"ABR978981106595";"7/20/2021"
"SEE994053639082";"Keller";"In Betrieb";"5/4/2018";"2/15/2019";"Speicher";"2,25";"2,25";"16356";"Ahrensfelde";"(natürliche Person)";"ABR954743732448";"5/28/2019"
"SEE944888740026";"Stromerzeuger 1";"In Betrieb";"5/15/2018";"7/19/2019";"Erdgas";"0,75";"0,75";"16248";"Parsteinsee";"(natürliche Person)";"ABR981576404990";"9/1/2021"
"SEE914486318347";"HDSCH Speicher";"In Betrieb";"5/18/2018";"5/2/2019";"Speicher";"2,5";"2,5";"16321";"Bernau";"(natürliche Person)";"ABR928483399100";"11/25/2020"
"SEE948128334037";"Rost Grünstraße Speicher";"In Betrieb";"5/23/2018";"12/11/2019";"Speicher";"3,3";"3,3";"16359";"Biesenthal";"(natürliche Person)";"ABR958734587765";"12/11/2019"
"SEE928954642988";"Keller";"In Betrieb";"5/28/2018";"4/6/2021";"Speicher";"10";"6,2";"16341";"Panketal";"(natürliche Person)";"ABR999493578274";"4/6/2021"
"SEE985837698258";"Dachs-HKA";"In Betrieb";"6/4/2018";"11/21/2019";"Erdgas";"5,5";"5,5";"16341";"Panketal";"Hermann & Gabriele Krüger GbR";"ABR913868067897";"12/12/2019"
"SEE974552387189";"PV Batterie";"In Betrieb";"6/6/2018";"2/15/2021";"Speicher";"2,4";"2,4";"16248";"Niederfinow";"(natürliche Person)";"ABR955135859750";"2/15/2021"
"SEE930360727548";"Sonnenspeicher";"In Betrieb";"6/12/2018";"3/9/2019";"Speicher";"4";"4";"16348";"Wandlitz";"(natürliche Person)";"ABR935316850219";"12/16/2020"
"SEE915029947925";"Speicher ABR907861022359";"In Betrieb";"6/12/2018";"3/12/2019";"Speicher";"2,25";"2,25";"16341";"Panketal";"(natürliche Person)";"ABR907861022359";"8/12/2019"
"SEE905792515438";"Lichtblick16";"In Betrieb";"6/21/2018";"9/12/2019";"Speicher";"2,25";"2,25";"16356";"Ahrensfelde";"(natürliche Person)";"ABR927917074361";"9/12/2019"
"SEE909331264450";"Speicher 3946";"In Betrieb";"7/11/2018";"3/21/2020";"Speicher";"4,6";"4,6";"16356";"Ahrensfelde";"(natürliche Person)";"ABR976998928667";"3/21/2020"
"SEE969417444589";"Modul 1 BHKW I";"In Betrieb";"7/19/2018";"9/16/2019";"Erdgas";"999";"984";"16321";"Bernau";"Stadtwerke Bernau";"ABR907667314023";"4/14/2021"
"SEE922385943515";"BHKW Sonnenallee";"In Betrieb";"8/21/2018";"9/16/2019";"Erdgas";"999";"984";"16321";"Bernau";"Stadtwerke Bernau";"ABR907667314023";"9/16/2019"
"SEE933671793301";"Senec.Home";"In Betrieb";"8/22/2018";"1/29/2021";"Speicher";"7,95";"2,5";"16341";"Panketal";"(natürliche Person)";"ABR902048000311";"1/29/2021"
"SEE984391841841";"SPMZ";"In Betrieb";"8/23/2018";"9/27/2019";"Speicher";"12";"12";"16356";"Ahrensfelde";"(natürliche Person)";"ABR957336765045";"9/27/2019"
"SEE982362161431";"Speicher";"In Betrieb";"8/28/2018";"7/26/2020";"Speicher";"10";"9";"16341";"Panketal";"(natürliche Person)";"ABR964094560072";"7/26/2020"
"SEE982093248500";"1151099";"In Betrieb";"8/31/2018";"4/29/2019";"Wind";"3000";"3000";"16356";"Werneuchen";"WES Windenergie Seefeld GmbH & Co. KG";"ABR995285246925";"5/28/2019"
"SEE911956920390";"Dahmestraße 87 Speicher";"In Betrieb";"9/1/2018";"1/23/2021";"Speicher";"12";"9,72";"16341";"Panketal";"(natürliche Person)";"ABR918805651580";"1/23/2021"
"SEE912480001319";"Stromspeicher";"In Betrieb";"9/4/2018";"1/4/2021";"Speicher";"3";"3";"16348";"Wandlitz";"(natürliche Person)";"ABR922910415180";"1/4/2021"
"SEE943828091136";"Wohnhaus Dach";"In Betrieb";"9/4/2018";"10/26/2021";"Speicher";"3";"3";"16348";"Wandlitz";"(natürliche Person)";"ABR978338936875";"10/26/2021"
"SEE972695245885";"Am Sportplatz 6/8";"In Betrieb";"9/9/2018";"11/9/2020";"Erdgas";"0,75";"0,75";"16244";"Schorfheide";"ANger assets GmbH";"ABR929878970812";"11/9/2020"
"SEE995337602747";"1151100";"In Betrieb";"9/11/2018";"4/29/2019";"Wind";"3000";"3000";"16356";"Werneuchen";"WES Windenergie Seefeld GmbH & Co. KG";"ABR995285246925";"5/28/2019"
"SEE951641271604";"Akku";"In Betrieb";"9/13/2018";"1/3/2021";"Speicher";"8,8";"8,8";"16348";"Marienwerder";"(natürliche Person)";"ABR912266015004";"1/3/2021"
"SEE987703384524";"PV-Speicher";"In Betrieb";"9/17/2018";"2/22/2019";"Speicher";"3";"3";"16321";"Bernau";"(natürliche Person)";"ABR965810887756";"11/25/2020"
"SEE956004749028";"Hausdach";"In Betrieb";"9/19/2018";"12/12/2020";"Speicher";"6,5";"4,4";"16356";"Ahrensfelde";"(natürliche Person)";"ABR983332364210";"5/3/2021"
"SEE993235093377";"Sonnenspeicher in Ahrensfelde mit 6,4";"In Betrieb";"9/20/2018";"2/12/2019";"Speicher";"6,4";"2,5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR913620464117";"1/21/2021"
"SEE946819587946";"1151101";"In Betrieb";"9/20/2018";"4/29/2019";"Wind";"3000";"3000";"16356";"Werneuchen";"Windenergie Werneuchen-Seefeld GmbH & Co. KG";"ABR962031989948";"3/6/2020"
"SEE974246213411";"Speicher Garage 25";"In Betrieb";"9/20/2018";"12/16/2019";"Speicher";"6,91";"4";"16247";"Friedrichswalde";"(natürliche Person)";"ABR905278173305";"12/16/2019"
"SEE942218237352";"BattGo";"In Betrieb";"9/24/2018";"7/19/2020";"Speicher";"3,3";"3,3";"16359";"Biesenthal";"(natürliche Person)";"ABR968437153211";"7/19/2020"
"SEE906135885980";"Anlage2";"In Betrieb";"9/27/2018";"5/11/2019";"Speicher";"3";"3";"16348";"Wandlitz";"(natürliche Person)";"ABR928850682477";"5/28/2019"
"SEE982740530972";"BHKW 1";"In Betrieb";"9/27/2018";"12/14/2020";"Erdgas";"5,5";"5,5";"16244";"Schorfheide";"Bildungs- und Erholungswerk Barnim";"ABR998967911456";"2/7/2022"
"SEE927635545723";"Hausanlage";"In Betrieb";"9/28/2018";"10/1/2020";"Speicher";"2,5";"2,5";"16321";"Bernau";"Morris und Alenka Aedtner GbR";"ABR909058166051";"1/15/2021"
"SEE983663000696";"Hauswirtschaftsraum";"In Betrieb";"10/4/2018";"12/7/2021";"Speicher";"5";"5";"16356";"Werneuchen";"(natürliche Person)";"ABR993912126640";"12/7/2021"
"SEE945857329556";"Sonnenbatterie";"In Betrieb";"10/10/2018";"2/3/2019";"Speicher";"2,5";"2,5";"16341";"Panketal";"(natürliche Person)";"ABR957091480184";"5/28/2019"
"SEE997196528176";"Stromspeicher";"In Betrieb";"10/11/2018";"9/1/2020";"Speicher";"3,7";"3,7";"16348";"Wandlitz";"Maria und Benjamin Maaß";"ABR936976977681";"9/1/2020"
"SEE946469109932";"PV_Batteriespeicher";"In Betrieb";"10/12/2018";"2/11/2019";"Speicher";"2,5";"2,5";"16321";"Bernau";"(natürliche Person)";"ABR931664911107";"11/25/2020"
"SEE939627025786";"Sonnenschein";"In Betrieb";"11/9/2018";"3/15/2019";"Speicher";"3";"3";"16321";"Bernau";"(natürliche Person)";"ABR915826802441";"11/25/2020"
"SEE930147770019";"Gaube Speicher";"In Betrieb";"11/9/2018";"1/6/2021";"Speicher";"4,6";"4,6";"16356";"Ahrensfelde";"(natürliche Person)";"ABR922966534415";"1/6/2021"
"SEE906385376429";"Batterie Hausdach";"In Betrieb";"11/13/2018";"12/19/2020";"Speicher";"4,2";"4,2";"16248";"Parsteinsee";"(natürliche Person)";"ABR932514489272";"12/19/2020"
"SEE907915470662";"Batterie";"In Betrieb";"11/14/2018";"2/19/2019";"Speicher";"3";"3";"16321";"Bernau";"(natürliche Person)";"ABR926417323320";"11/24/2020"
"SEE904785262236";"Sonnen-Batterie";"In Betrieb";"11/14/2018";"2/21/2019";"Speicher";"3,3";"3,3";"16348";"Wandlitz";"Elke und Uwe Barchmann";"ABR975431625286";"5/28/2019"
"SEE930915865060";"Speicher PV Panketal";"In Betrieb";"11/21/2018";"2/12/2019";"Speicher";"3,3";"3,3";"16341";"Panketal";"(natürliche Person)";"ABR910047771446";"5/28/2019"
"SEE914241085941";"Siemens-Str.";"In Betrieb";"11/26/2018";"6/24/2020";"Speicher";"7,5";"7,5";"16225";"Eberswalde";"Kaiser Metallbautechnik";"ABR968601721857";"6/24/2020"
"SEE907946597260";"Speicher E.-Thälmann Str. 40 B";"In Betrieb";"12/10/2018";"4/10/2021";"Speicher";"6,74";"4,75";"16248";"Liepe";"(natürliche Person)";"ABR996198885218";"5/5/2022"
"SEE981515313536";"Heimspeicher";"In Betrieb";"12/11/2018";"2/15/2019";"Speicher";"2,5";"2,5";"16230";"Chorin";"(natürliche Person)";"ABR913494921419";"9/27/2021"
"SEE940088186602";"K1 Klosterfelde 1";"In Betrieb";"12/11/2018";"2/26/2019";"Wind";"2350";"2350";"16348";"Wandlitz";"ENERTRAG Windfeld Klosterfelde K1 GmbH & Co. KG";"ABR912853178495";"3/24/2020"
"SEE920255193336";"BGA Senftenhütte";"In Betrieb";"12/19/2018";"2/20/2019";"Biomasse";"75";"75";"16230";"Chorin";"Schäferei Piroth GmbH";"ABR927796296045";"7/15/2020"
"SEE905991559585";"Hauswirtschaftsraum";"In Betrieb";"12/19/2018";"4/16/2019";"Speicher";"2,5";"2,5";"16341";"Panketal";"(natürliche Person)";"ABR982281729545";"6/4/2021"
"SEE947847258723";"Klosterfelde E92";"In Betrieb";"12/19/2018";"6/21/2019";"Wind";"2350";"2350";"16348";"Wandlitz";"P & A Windkraft GbR";"ABR902119973797";"3/10/2022"
"SEE968094894168";"BHKW III Modul 1+2";"In Betrieb";"12/19/2018";"9/16/2019";"Erdgas";"998";"998";"16321";"Bernau";"Stadtwerke Bernau";"ABR907667314023";"4/14/2021"
"SEE997240942774";"WiSchBu";"In Betrieb";"1/9/2019";"3/3/2019";"Speicher";"2";"2";"16359";"Biesenthal";"(natürliche Person)";"ABR945280976921";"5/28/2019"
"SEE973944889539";"Batterie";"In Betrieb";"1/9/2019";"7/19/2020";"Speicher";"13";"3";"16225";"Eberswalde";"(natürliche Person)";"ABR906064266355";"10/18/2021"
"SEE969294340837";"Varta";"In Betrieb";"1/11/2019";"10/5/2021";"Speicher";"2,5";"2,5";"16321";"Bernau";"(natürliche Person)";"ABR934746469756";"11/9/2021"
"SEE959506778145";"Batteriespeicher";"In Betrieb";"1/16/2019";"8/22/2019";"Speicher";"1,5";"1,5";"16348";"Wandlitz";"(natürliche Person)";"ABR938318389954";"8/22/2019"
"SEE974545457233";"Für Hausdachanlage";"In Betrieb";"1/17/2019";"11/14/2019";"Speicher";"2,9";"2,9";"16230";"Chorin";"(natürliche Person)";"ABR954863777725";"11/14/2019"
"SEE970362734564";"H8-Speicher";"In Betrieb";"1/21/2019";"1/21/2020";"Speicher";"9,9";"9,9";"16348";"Wandlitz";"(natürliche Person)";"ABR971838955544";"9/18/2020"
"SEE956598283007";"E3DC S10 E Blackline Patrick Maaß";"In Betrieb";"1/22/2019";"4/10/2021";"Speicher";"3";"3";"16244";"Schorfheide";"(natürliche Person)";"ABR962885043292";"4/10/2021"
"SEE907438499959";"HH Keller";"In Betrieb";"1/28/2019";"1/27/2021";"Speicher";"3,3";"3,3";"16356";"Werneuchen";"(natürliche Person)";"ABR903764063222";"1/27/2021"
"SEE969183866745";"SEE968304341840";"In Betrieb";"1/29/2019";"3/31/2021";"Speicher";"12,4";"4,5";"16341";"Panketal";"(natürliche Person)";"ABR926376949951";"3/31/2021"
"SEE924731642813";"Stromspeicher für Wohnhaus";"In Betrieb";"1/31/2019";"2/4/2019";"Speicher";"8,8";"7";"16230";"Sydower Fließ";"(natürliche Person)";"ABR963179930830";"2/13/2020"
"SEE972694619397";"Speicher";"In Betrieb";"2/4/2019";"4/29/2019";"Speicher";"3,3";"3,3";"16356";"Ahrensfelde";"(natürliche Person)";"ABR974558203834";"7/2/2020"
"SEE959287387208";"Senec speicher";"In Betrieb";"2/6/2019";"10/5/2019";"Speicher";"2,5";"2,5";"16359";"Biesenthal";"(natürliche Person)";"ABR933067825777";"9/22/2020"
"SEE925211410854";"Sonnenbatterie EFH";"In Betrieb";"2/12/2019";"2/12/2019";"Speicher";"3,3";"3,3";"16348";"Wandlitz";"(natürliche Person)";"ABR974576592972";"1/28/2020"
"SEE903215235864";"Garage";"In Betrieb";"2/15/2019";"1/25/2021";"Speicher";"2";"2";"16356";"Ahrensfelde";"(natürliche Person)";"ABR971243286561";"4/23/2021"
"SEE966798106907";"Hausspeicher";"In Betrieb";"2/26/2019";"2/28/2019";"Speicher";"2,25";"2,25";"16227";"Eberswalde";"(natürliche Person)";"ABR923091081812";"2/28/2019"
"SEE945857010249";"Reservel";"In Betrieb";"2/26/2019";"4/17/2019";"Speicher";"1,5";"1,5";"16348";"Wandlitz";"(natürliche Person)";"ABR983490818211";"4/16/2020"
"SEE949860139621";"Stromspeicher";"In Betrieb";"2/27/2019";"7/31/2019";"Speicher";"3";"3";"16348";"Wandlitz";"(natürliche Person)";"ABR955768054294";"9/2/2019"
"SEE959719497932";"Batterie Wohnhaus";"In Betrieb";"2/28/2019";"2/28/2019";"Speicher";"3,3";"3,3";"16247";"Friedrichswalde";"(natürliche Person)";"ABR918784809439";"5/13/2020"
"SEE993892187136";"EWE-Stromspeichersystem";"In Betrieb";"3/1/2019";"5/15/2019";"Speicher";"3";"3";"16321";"Bernau";"(natürliche Person)";"ABR985123601979";"11/30/2020"
"SEE938772591399";"Stromspeicher";"In Betrieb";"3/14/2019";"12/1/2020";"Speicher";"3,3";"3,3";"16244";"Schorfheide";"(natürliche Person)";"ABR975687661922";"9/23/2021"
"SEE948616260367";"Batterie Speicher";"In Betrieb";"3/19/2019";"4/11/2019";"Speicher";"15";"7";"16321";"Bernau";"(natürliche Person)";"ABR933628779488";"11/25/2020"
"SEE993837025394";"LG ESS 6.4kW";"In Betrieb";"3/20/2019";"3/31/2019";"Speicher";"6,4";"5,6";"16341";"Panketal";"(natürliche Person)";"ABR941473517599";"8/9/2019"
"SEE993614482655";"Vitovalor PT2";"In Betrieb";"3/21/2019";"3/25/2019";"Erdgas";"0,75";"0,75";"16247";"Joachimsthal";"(natürliche Person)";"ABR955600547724";"6/7/2020"
"SEE916606749239";"Stromspeicher Hausanlage";"In Betrieb";"3/21/2019";"6/7/2019";"Speicher";"3";"3";"16356";"Ahrensfelde";"(natürliche Person)";"ABR912504001813";"7/3/2020"
"SEE949451066817";"Tesla Powerwall";"In Betrieb";"3/22/2019";"5/11/2019";"Speicher";"4,6";"4,6";"16341";"Panketal";"(natürliche Person)";"ABR954305003511";"5/11/2019"
"SEE930170555300";"Speicher";"In Betrieb";"3/26/2019";"3/26/2019";"Speicher";"2,25";"2,25";"16348";"Wandlitz";"(natürliche Person)";"ABR950223832523";"3/26/2019"
"SEE983572305219";"Stromspeicher der Unterwelt";"In Betrieb";"4/1/2019";"5/16/2019";"Speicher";"3";"3";"16348";"Wandlitz";"(natürliche Person)";"ABR921201182749";"9/16/2020"
"SEE969928398043";"Speicher";"In Betrieb";"4/8/2019";"6/18/2019";"Speicher";"3";"3";"16244";"Schorfheide";"(natürliche Person)";"ABR959478797854";"6/21/2019"
"SEE926808588857";"Speicher";"In Betrieb";"4/12/2019";"5/7/2019";"Speicher";"6";"6";"16321";"Bernau";"(natürliche Person)";"ABR907597601255";"11/25/2020"
"SEE956777070350";"E3/DC S10";"In Betrieb";"4/15/2019";"1/11/2021";"Speicher";"5,2";"5,2";"16356";"Ahrensfelde";"(natürliche Person)";"ABR952862645373";"4/20/2021"
"SEE989880064879";"Matrix Frieden";"In Betrieb";"4/16/2019";"4/16/2019";"Speicher";"1,6";"1,6";"16341";"Panketal";"(natürliche Person)";"ABR943152870414";"4/16/2019"
"SEE983316741679";"Speicher 01";"In Betrieb";"4/20/2019";"11/14/2020";"Speicher";"6,4";"4,29";"16356";"Ahrensfelde";"(natürliche Person)";"ABR933595951429";"5/11/2021"
"SEE918569327790";"Sonnenbatterie 1";"In Betrieb";"4/23/2019";"4/24/2019";"Speicher";"3,3";"3,3";"16244";"Schorfheide";"(natürliche Person)";"ABR948743165764";"5/13/2020"
"SEE902638116392";"Akku";"In Betrieb";"4/25/2019";"4/25/2019";"Speicher";"5";"2,25";"16356";"Werneuchen";"(natürliche Person)";"ABR947644822875";"5/13/2020"
"SEE937533339461";"Speicher Schwarz Joachimsthal";"In Betrieb";"4/25/2019";"4/25/2019";"Speicher";"2,25";"2,25";"16247";"Joachimsthal";"(natürliche Person)";"ABR900658697129";"4/25/2019"
"SEE910789913678";"Scheune";"In Betrieb";"4/29/2019";"4/29/2019";"Speicher";"2,25";"2,25";"17268";"Templin";"(natürliche Person)";"ABR964081537315";"5/18/2020"
"SEE912874711329";"6,5 kWh Stromspeicher H. Kunze";"In Betrieb";"4/29/2019";"1/6/2020";"Speicher";"2,5";"2,5";"16230";"Chorin";"(natürliche Person)";"ABR903260666552";"1/6/2020"
"SEE975738815717";"Speicher";"In Betrieb";"4/30/2019";"4/30/2019";"Speicher";"2,25";"2,25";"16248";"Lunow-Stolzenhagen";"(natürliche Person)";"ABR937186633862";"6/7/2021"
"SEE940031754070";"Wendering";"In Betrieb";"4/30/2019";"5/14/2019";"Speicher";"2,25";"2,25";"16341";"Panketal";"(natürliche Person)";"ABR906518012095";"5/14/2020"
"SEE943699753812";"Hausdach_Akku";"In Betrieb";"4/30/2019";"6/3/2019";"Speicher";"4,2";"3,68";"16248";"Liepe";"(natürliche Person)";"ABR987748288764";"6/10/2020"
"SEE918390542201";"Speicher";"In Betrieb";"5/3/2019";"5/3/2019";"Speicher";"5,1";"3,3";"16321";"Bernau";"SKS GbR";"ABR933260596344";"11/30/2020"
"SEE947095025405";"HWR";"In Betrieb";"5/3/2019";"5/3/2019";"Speicher";"2,5";"2,5";"16356";"Werneuchen";"(natürliche Person)";"ABR945387040501";"3/13/2022"
"SEE936867764086";"Batterie HWR";"In Betrieb";"5/4/2019";"7/24/2020";"Speicher";"3,5";"3,5";"16341";"Panketal";"(natürliche Person)";"ABR927612490367";"7/24/2020"
"SEE950261486436";"HWR";"In Betrieb";"5/6/2019";"5/6/2019";"Speicher";"2,25";"2,25";"16356";"Werneuchen";"(natürliche Person)";"ABR954607445026";"6/25/2020"
"SEE940322930763";"Sonnenbatterie 1";"In Betrieb";"5/8/2019";"5/8/2019";"Speicher";"2,5";"2,5";"16348";"Wandlitz";"(natürliche Person)";"ABR948082902778";"5/13/2020"
"SEE977492795847";"PVAKB";"In Betrieb";"5/9/2019";"6/24/2019";"Speicher";"4,2";"4,2";"16341";"Panketal";"(natürliche Person)";"ABR970235655026";"6/23/2020"
"SEE955074805207";"Einfamilienhaus Bauhaus Speicher";"In Betrieb";"5/14/2019";"11/21/2019";"Speicher";"3";"3";"16341";"Panketal";"Hinz & Heinrich Photovoltaik GbR";"ABR917763705236";"12/3/2021"
"SEE976161019383";"PV-Seitengebäude, Keller Speicher Batterie";"In Betrieb";"5/15/2019";"9/4/2020";"Speicher";"2,25";"2,25";"16321";"Bernau";"(natürliche Person)";"ABR980486397491";"1/14/2021"
