stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,timepoint
de:09771:3015:0:E_G,,"Affing, Kohlstattweg",,48.461719,10.980862,0,,0
de:09771:3017:0:A,,"Mühlhausen, Sparkasse","Mühlhausen, Sparkasse",48.440925,10.932641,0,,0
de:09771:3018:0:A_G,,"Affing, Friedhof",,48.454868,10.983584,0,,0
de:09771:3018:0:E_G,,"Affing, Friedhof",,48.454653,10.983863,0,,0
de:09771:3019:0:E,,"Affing, Nord","Affing, Nord",48.462582,10.983378,0,,0
de:09771:3019:0:A,,"Affing, Nord","Affing, Nord",48.462785,10.983485,0,,0
de:09771:3020:0:A,,Katzenthal,Katzenthal,48.47216,10.994651,0,,0
de:09771:3020:0:E,,Katzenthal,Katzenthal,48.471946,10.993753,0,,0
de:09771:3021:0:A,,"Mühlhausen, Gewerbegebiet","Mühlhausen, Gewerbegebiet",48.437486,10.928868,0,,0
de:09771:3021:0:E,,"Mühlhausen, Gewerbegebiet","Mühlhausen, Gewerbegebiet",48.43838,10.929443,0,,0
de:09771:3102:0:A,,Oberach,Oberach,48.487107,10.924646,0,,0
de:09771:3102:0:B,,Oberach,Oberach,48.487208,10.924188,0,,0
de:09771:3102:0:C,,Oberach,Oberach,48.486737,10.923846,0,,0
de:09771:3102:0:D,,Oberach,Oberach,48.48566,10.924933,0,,0
de:09771:3253:0:R,,Edenhausen,,48.5328,10.951191,0,,0
de:09771:3253:0:A_G,,Edenhausen,,48.532913,10.950993,0,,0
de:09771:3254:0:R,,Pichl,,48.532414,10.960506,0,,0
de:09771:3254:0:A_G,,Pichl,,48.532509,10.960596,0,,0
de:09771:3255:0:R,,Eisingersdorf,,48.531075,10.974466,0,,0
de:09771:3255:0:A_G,,Eisingersdorf,,48.531111,10.974314,0,,0
de:09771:3260:0:A,,Weichenberg,Weichenberg,48.494007,11.0103,0,,0
de:09771:3260:0:E,,Weichenberg,Weichenberg,48.492893,11.009519,0,,0
000010525701,,Hausen,,48.498144,10.999377,0,,0
000010525702,,Hausen,,48.49812,10.999143,0,,0
de:09771:3263:0:A_G,,Stotzard,,48.493185,10.982012,0,,0
de:09771:3263:0:B_G,,Stotzard,,48.493155,10.981967,0,,0
de:09771:3264:0:E_G,,Arnhofen,,48.503394,10.980638,0,,0
de:09771:3265:0:A_G,,"Gaulzhofen, Dorfplatz",,48.484528,10.986468,0,,0
de:09771:3267:0:A_G,,"Gaulzhofen, Siedlung",,48.490709,10.984141,0,,0
de:09771:3267:0:E_G,,"Gaulzhofen, Siedlung",,48.490459,10.984159,0,,0
de:09771:3350:0:E,,"Motzenhofen, Staatsstraße","Motzenhofen, Staatsstraße",48.488881,11.092703,0,,0
de:09771:3350:0:A,,"Motzenhofen, Staatsstraße","Motzenhofen, Staatsstraße",48.487922,11.092694,0,,0
de:09771:3351:0:A,,"Motzenhofen, Ortsmitte","Motzenhofen, Ortsmitte",48.489423,11.09149,0,,0
de:09771:3351:0:E,,"Motzenhofen, Ortsmitte","Motzenhofen, Ortsmitte",48.489434,11.091804,0,,0
de:09771:3352:0:A_G,,"Motzenhofen, West",,48.489446,11.086226,0,,0
de:09771:3352:0:E_G,,"Motzenhofen, West",,48.489649,11.087007,0,,0
de:09771:3353:0:A_G,,"Hollenbach, Ost",,48.488339,11.076587,0,,0
de:09771:3353:0:E_G,,"Hollenbach, Ost",,48.488482,11.077198,0,,0
de:09771:3355:0:A_G,,"Hollenbach, Ortsmitte",,48.487821,11.072401,0,,0
de:09771:3355:0:E_G,,"Hollenbach, Ortsmitte",,48.487583,11.070721,0,,0
de:09771:3356:0:A_G,,"Hollenbach, West",,48.486321,11.064639,0,,0
